id_no,title,title_href,logoimage_src,comp_name,comp_name_href,rating_href,main_2,review,expwdth,ni_job_tuple_icon,locwdth,job_desc,dot_gt,dot_gt_2,dot_gt_3,dot_gt_4,dot_gt_5,dot_gt_6,dot_gt_7,dot_gt_8,job_post_day
2094,SailPoint IdentityIQ-Security Architect,https://www.naukri.com/job-listings-sailpoint-identityiq-security-architect-accenture-solutions-pvt-ltd-bangalore-bengaluru-10-to-12-years-250124911734,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,Project Role :Security Architect Project Role Description :Define the cloud security fr...,SAP,Access management,Active directory,sailpoint,JDBC,cloud security,Architecture,Transition,5 Days Ago
2095,SAP Information Lifecycle management ILM-Application Designer,https://www.naukri.com/job-listings-sap-information-lifecycle-management-ilm-application-designer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911733,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Project Role :Application Designer Project Role Description :Assist in defining require...,Informatica,SAP BI,CRM,SRM,Warehouse,SAP R3,Retention management,SAP PI,5 Days Ago
2096,Adobe Experience Manager (AEM) UI Development-Application Developer,https://www.naukri.com/job-listings-adobe-experience-manager-aem-ui-development-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911713,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role :Application Developer Project Role Description :Design, build and configu...",UI development,Front end,JSP,Javascript,Adobe,Web technologies,Front,Development,5 Days Ago
2097,Salesforce Lightning Web Components-Application Developer,https://www.naukri.com/job-listings-salesforce-lightning-web-components-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911710,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Educational Qualification : 15 years of full time education. Project Role :Application ...,Technical design,Data modeling,Debugging,Troubleshooting,Salesforce,SFDC,Apex,Modeling,5 Days Ago
2098,.Net Full Stack Development-Application Developer,https://www.naukri.com/job-listings-net-full-stack-development-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911708,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role :Application Developer Project Role Description :Design, build and configu...",jQuery,Coding,Javascript,MVC,SSIS,C#,Debugging,.Net,5 Days Ago
2099,Salesforce Technical Architecture-Software Development Engineer,https://www.naukri.com/job-listings-salesforce-technical-architecture-software-development-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911706,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role :Software Development Engineer Project Role Description :Analyze, design, ...",Architecture,Debugging,Agile,Technical architecture,Salesforce,Technical design,Troubleshooting,Visualforce,5 Days Ago
2100,Workforce Services Specialist - Workforce Services,https://www.naukri.com/job-listings-workforce-services-specialist-workforce-services-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-250124911703,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,Please note that this role may require you to work in rotational shiftsQualifications:A...,Change management,Staffing,Budgeting,Logistics,Service management,Business operations,Capacity planning,Capacity,5 Days Ago
2101,Python (Programming Language)-Application Developer,https://www.naukri.com/job-listings-python-programming-language-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911693,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Must have Skills : Python (Programming Language)Minimum 5 year(s) of experience is requ...,PLSQL,Oracle,Apache,Teradata,Python,SCALA,Data quality,Unit testing,5 Days Ago
2102,Google Cloud Machine Learning Services-Application Architect,https://www.naukri.com/job-listings-google-cloud-machine-learning-services-application-architect-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911689,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Project Role :Application Architect Project Role Description :Provide functional and/or...,Computer vision,Artificial Intelligence,Machine learning,Robotics,Python,Neural networks,GCP,Programming,5 Days Ago
2103,React.js-Application Developer,https://www.naukri.com/job-listings-react-js-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911687,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role :Application DeveloperProject Role Description :Design, build and configur...",GIT,Web development,Agile,Javascript,Software solutions,react.js,build,educational qualification,5 Days Ago
2104,Salesforce Lightning Web Components-Application Developer,https://www.naukri.com/job-listings-salesforce-lightning-web-components-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911683,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role :Application Developer Project Role Description :Design, build and configu...",Web technologies,Technical design,Debugging,Troubleshooting,Salesforce,lightning,data modeling,collections,5 Days Ago
2105,Oracle HCM Cloud Payroll-Application Developer,https://www.naukri.com/job-listings-oracle-hcm-cloud-payroll-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911679,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role Description : Design, build and configure applications to meet business pr...",Payroll,HCM,Cloud,Oracle,c,educational qualification,team handling,subject matter expertise,5 Days Ago
2106,PySpark-Application Developer,https://www.naukri.com/job-listings-pyspark-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911675,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Educational Qualification : Mandatory any Technical graduation. Summary :As an Applicat...,SAS,Application development,Project delivery,Troubleshooting,configuration,PySpark,Debugging,Delivery,5 Days Ago
2107,Dassault Systemes ENOVIA V5-Solution Architect,https://www.naukri.com/job-listings-dassault-systemes-enovia-v5-solution-architect-accenture-solutions-pvt-ltd-bangalore-bengaluru-11-to-15-years-250124911673,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,Project Role :Solution Architect Project Role Description :Own the overall solution blu...,System architecture,Data migration,XML,Presales,data mapping,Solution design,Design development,Software solutions,5 Days Ago
2108,Scala Programming Language-Data Platform Engineer,https://www.naukri.com/job-listings-scala-programming-language-data-platform-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911603,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Project Role :Data Platform Engineer Project Role Description :Assists with the data pl...,SCALA,Programming,blueprint,design,Program,SCALA Programming,Development,Development,5 Days Ago
2109,Salesforce Lightning Web Components-Software Development Engineer,https://www.naukri.com/job-listings-salesforce-lightning-web-components-software-development-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-250124911602,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,Educational Qualification :Regular 15-year full time educationMust have skills :Salesfo...,Technical design,Data modeling,Debugging,Salesforce,Visualforce,Web technologies,SFDC,Troubleshooting,5 Days Ago
2110,SAP CO Profitability Analysis-Application Developer,https://www.naukri.com/job-listings-sap-co-profitability-analysis-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911588,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Educational Qualification :Minimum 15 years of full time educationMust have skills :SAP...,SAP CO,Cost center accounting,development testing,Product costing,Profitability analysis,Asset accounting,Design development,SAP FI,5 Days Ago
2111,SAP Extended Warehouse Management-Application Developer,https://www.naukri.com/job-listings-sap-extended-warehouse-management-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911577,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Educational Qualification :Minimum 15 years of full time educationMust have skills :SAP...,Automation testing,Automation tools,Agile,Warehouse management,JIRA,sap ewm,IDOCS,Retail,5 Days Ago
2112,SAP Extended Warehouse Management-Application Developer,https://www.naukri.com/job-listings-sap-extended-warehouse-management-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911570,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Educational Qualification :1 Must possess at least a Bachelors / College DegreeMust hav...,Project implementation,Technology consulting,Warehouse management,functional support,sap ewm,Training,FICO,Technology,5 Days Ago
2113,Advanced Embedded System Engineering-Firmware & Embedded Engineer,https://www.naukri.com/job-listings-advanced-embedded-system-engineering-firmware-embedded-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911569,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Must have skills :Advanced Embedded System Engineering Educational Qualification :Bache...,Graphics,Linux,Debugging,Firmware,Middleware,System architecture,Communication protocols,Medical devices,5 Days Ago
2114,SAP Flexible Real Estate Management (RE-FX)-Software Development,https://www.naukri.com/job-listings-sap-flexible-real-estate-management-re-fx-software-development-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911520,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Good to have skills :SAP HANA Cloud Minimum 7 year(s) of experience is required Educati...,Computer science,Estate management,Process mapping,CMA,sap hana,Cloud,CFA,Software development,5 Days Ago
2115,Microsoft Azure Data Services-Application Developer,https://www.naukri.com/job-listings-microsoft-azure-data-services-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-10-years-250124911515,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Project Role :Application Developer Project Role Description :Design, build and configu...",data services,microsoft azure,SQL,Cloud,Azure Databricks,synapse serverless,ETL,data lifecycle management,5 Days Ago
2116,Oracle Database Administration-Cloud Migration Engineer,https://www.naukri.com/job-listings-oracle-database-administration-cloud-migration-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-7-years-250124911514,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Must have skills :Oracle Database Administration Good to have skills :Ansible on Micros...,Performance tuning,Linux,Shell scripting,Oracle DBA,Troubleshooting,automation framework,Change management,Data migration,5 Days Ago
